codigo,descricao,uq,rg,sadc,ua,requisitos,observacao
,- Outras ferramentas:,,,,,,
8467.81.00,-- Serras de corrente………………………………………………...,U,Livre,,,,
8467.89.00,-- Outras…………………………………………………………….,U,Livre,,,,
,- Partes:,,,,,,
8467.91.00,-- De serras de corrente……………………………………………..,Kg,Livre,,,,
8467.92.00,-- De ferramentas pneumáticas……………………………………..,Kg,Livre,,,,
8467.99.00,-- Outras………………………………………………...…………..,Kg,Livre,,,,
84.68,"Máquinas e aparelhos para soldar, mesmo de corte, excepto os da posição 85.15; máquinas e aparelhos a gás, para têmpera superficial.",,,,,,
8468.10.00,- Maçaricos de uso manual……………………………..…………,U,Livre,,,,
8468.20.00,- Outras máquinas e aparelhos a gás…………………..………….,U,Livre,,,,
8468.80.00,- Outras máquinas e aparelhos…………………………..………..,U,Livre,,,,
8468.90.00,- Partes………………………………………………….……..…….,Kg,Livre,,,,
84.70,"Máquinas de calcular e máquinas de bolso que permitam gravar, reproduzir e visualizar informações, com função de cálculo incorporada; máquinas de contabilidade, máquinas de franquiar, de emitir bilhetes e máquinas semelhantes, com dispositivo de cálculo incorporado; caixas registadoras.",,,,,,
8470.10.00,"- Calculadoras electrónicas capazes de funcionar sem fonte externa de energia eléctrica e máquinas de bolso com função de cálculo incorporada que permitam gravar, reproduzir e visualizar informações………...…",U,5,,,,
,"- Outras máquinas de calcular, electrónicas:",,,,,,
8470.21.00,-- Com dispositivo impressor incorporado………..……………….,U,5,,,,
8470.29.00,-- Outras…………………………………………………………….,U,5,,,,
8470.30.00,- Outras máquinas de calcular………………..…………………...,U,5,,,,
8470.50.00,- Caixas registadoras……………………………………………….,U,5,,,,
8470.90.00,- Outras……………………………………...……………………..,U,5,,,,
84.71,"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas noutras posições.",,,,,,
8471.30.00,"- Máquinas automáticas para processamento de dados, portáteis, de peso não superior a 10 kg, que contenham pelo menos uma unidade central de processamento, um teclado e um ecrã (tela*)…………",U,2,,,,
,- Outras máquinas automáticas para processamento de dados:,,,,,,
8471.41.00,"-- Que contenham, no mesmo corpo, pelo menos uma unidade central de processamento e, mesmo combinadas, uma unidade de entrada e uma unidade de saída………………………..…………..",U,2,,,,
8471.49.00,"-- Outras, apresentadas sob a forma de sistemas…….……………",U,2,,,,
8471.50.00,"- Unidades de processamento, excepto as das subposições 8471.41 ou 8471.49, podendo conter, no mesmo corpo, um ou dois dos seguintes tipos de unidades: unidade de memória, unidade de entrada e unidade de saída………………………………………………………………………………………………………..…",U,2,,,,
8471.60.00,"- Unidades de entrada ou de saída, podendo conter, no mesmo corpo, unidades de memória……",U,2,,,,
8471.70.00,- Unidades de memória…………………………………………….,U,2,,,,
8471.80.00,- Outras unidades de máquinas automáticas para processamento de dados……………………………,U,2,,,,
8471.90.00,- Outras…………………………………………………………….,U,2,,,,
84.72,"Outras máquinas e aparelhos de escritório (por exemplo, duplicadores hectográficos ou a estêncil, máquinas para imprimir endereços, distribuidores automáticos de notas (papéis-moeda), máquinas para seleccionar, contar ou empacotar moedas, máquinas apara-lápis (apontadoras de lápis*), perfuradores ou agrafadores (grampeadores*)).",,,,,,
8472.10.00,- Duplicadores…………………………………………...…………………………………………..……...,U,5,,,,
8472.30.00,"- Máquinas para seleccionar, dobrar, envelopar ou cintar correspondência, máquinas para abrir, fechar ou lacrar correspondência e máquinas para colar ou obliterar selos….………………………………………...",U,5,,,,
8472.90.00,- Outros……………………………………………..……………..,U,5,,,,
84.73,"Partes e acessórios (excepto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas e aparelhos das posições 84.70 a 84.72.",,,,,,
,- Partes e acessórios das máquinas da posição 84.70:,,,,,,
8473.21.00,"-- Das calculadoras electrónicas das subposições 8470.10, 8470.21 ou 8470.29…………………",Kg,5,,,,
8473.29.00,-- Outros……………………………….…………………...……….,Kg,5,,,,
8473.30.00,- Partes e acessórios das máquinas da posição 84.71……..………,Kg,5,,,,
8473.40.00,- Partes e acessórios das máquinas da posição 84.72……..………,Kg,5,,,,
8473.50.00,- Partes e acessórios que possam ser utilizados indiferentemente com as máquinas ou aparelhos de duas ou mais das posições 84.70 a 84.72………………………………,Kg,5,,,,
84.74,"Máquinas e aparelhos para seleccionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluindo os pós e pastas); máquinas para aglomerar ou moldar combustíveis minerais sólidos, pastas cerâmicas, cimento, gesso
ou outras matérias minerais em pó ou em pasta; máquinas para fazer moldes de areia para fundição.",,,,,,
8474.10.00,"- Máquinas e aparelhos para seleccionar, peneirar, separar ou lavar…………………………",U,Livre,,,,
8474.20.00,"- Máquinas e aparelhos para esmagar, moer ou pulverizar………",U,Livre,,,,
,- Máquinas e aparelhos para misturar ou amassar:,,,,,,
8474.31.00,-- Betoneiras e aparelhos para amassar cimento……………………,U,Livre,,,,
8474.32.00,-- Máquinas para misturar matérias minerais com betume…….…,U,Livre,,,,
8474.39.00,-- Outros………………………………………...…………………,U,Livre,,,,
8474.80.00,- Outras máquinas e aparelhos……………….…………………...,U,Livre,,,,
8474.90.00,- Partes………………………………………..…………………...,U,Livre,,,,
84.75,"Máquinas para montagem de lâmpadas, tubos ou válvulas, eléctricos ou electrónicos, ou de lâmpadas de luz relâmpago (flash), que tenham invólucro de vidro; máquinas para fabricação ou trabalho a quente do vidro ou das suas obras.",,,,,,
8475.10.00,"- Máquinas para montagem de lâmpadas, tubos ou válvulas, eléctricos ou electrónicos, ou de lâmpadas de luz relâmpago (flash), que tenham invólucro de vidro………….………………...",U,Livre,,,,
,- Máquinas para fabricação ou trabalho a quente do vidro ou das suas obras:,,,,,,
8475.21.00,-- Máquinas para fabricação de fibras ópticas e seus esboços...,U,Livre,,,,
8475.29.00,-- Outras……………………………………………...……………,U,Livre,,,,
8475.90.00,- Partes………………………………………………..…………...,Kg,Livre,,,,
84.76,"Máquinas automáticas de venda de produtos (por exemplo, selos, cigarros, alimentos ou bebidas), incluindo as máquinas de trocar dinheiro.",,,,,,
,- Máquinas automáticas de venda de bebidas:,,,,,,
8476.21.00,-- Com dispositivo de aquecimento ou de refrigeração incorporado……………………,U,2,,,,
8476.29.00,-- Outras……………………………………………...……………..,U,2,,,,
,- Outras máquinas:,,,,,,
8476.81.00,-- Com dispositivo de aquecimento ou de refrigeração incorporado…………………………,U,2,,,,
8476.89.00,-- Outras………………………………………………...…………..,U,2,,,,
8476.90.00,- Partes…………………………………………………...………...,Kg,Livre,,,,
84.77,"Máquinas e aparelhos para trabalhar borracha ou plástico ou para fabricação de produtos dessas matérias, não especificados nem compreendidos noutras posições deste Capítulo.",,,,,,
8477.10.00,- Máquinas de moldar por injecção………………..……………...,U,Livre,,,,
8477.20.00,- Extrusoras………………………………………...………………,U,Livre,,,,
8477.30.00,- Máquinas de moldar por insuflação………………..……………,U,Livre,,,,
8477.40.00,- Máquinas de moldar a vácuo e outras máquinas de termoformar…………………,U,Livre,,,,
,"- Outras máquinas e aparelhos, para moldar ou dar forma:",,,,,,
8477.51.00,-- Para moldar ou recauchutar pneumáticos ou para moldar ou dar forma a câmaras de ar……………,U,Livre,,,,
8477.59.00,-- Outros……………………………………………...……………,U,Livre,,,,
8477.80.00,- Outras máquinas e aparelhos……………………………………,U,Livre,,,,
8477.90.00,- Partes………………………………………………...……………,U,Livre,,,,
84.78,"Máquinas e aparelhos para preparar ou transformar tabaco, não especificados nem compreendidos noutras posições deste Capítulo.",,,,,,
8478.10.00,- Máquinas e aparelhos……………………………..……………..,U,Livre,,,,
8478.90.00,- Partes……………………………………………………………..,U,Livre,,,,
84.79,"Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo.",,,,,,
8479.10.00,"- Máquinas e aparelhos para obras públicas, construção civil ou trabalhos semelhantes………………",U,Livre,,,,
8479.20.00,"- Máquinas e aparelhos para extração ou preparação de óleos ou gorduras vegetais ou de origem microbiana, fixos, ou de óleos ou gorduras animais ………...................................................................",U,Livre,,,,
8479.30.00,"- Prensas para fabricação de painéis de partículas, de fibras de madeira ou de outras matérias lenhosas, e outras máquinas e aparelhos para tratamento de madeira ou de cortiça……….……..",U,Livre,,,,
8479.40.00,- Máquinas para fabricação de cordas ou cabos…………………..,U,Livre,,,,
